BUILT,PREVIOUS_FLAG,RO_COUNTRY,TYPE,REGISTERED_OWNER,GT,IMO,ARRIVAL,COMMERCIAL_OPERATOR,LDT,BO_COUNTRY,COUNTRY,YEAR,LAST_FLAG,BENEFICIAL_OWNER,PLACE,NAME
1990.0,,China,Fully Cellular Containership,China Shipping Container Lines Company Limited ,36584.0,8905933,11-Jul,China Shipping Container Lines Company Limited ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Xin Bei Hai
1992.0,,China,Fully Cellular Containership,China Shipping Container Lines Company Limited ,34231.0,9008615,04-Jul,China Shipping Container Lines Company Limited ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Xin Hu Zhou
1995.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26392.0,9141493,15-Feb,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Ning An 12
1995.0,,China,Bulk Carrier,China Shipping Development Company Limited ,18996.0,9118202,16-Apr,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangmen,Zhen Fen 20
1996.0,,Hong Kong,Bulk Carrier,Li Chuan Shipping S.A.,27117.0,9108910,07-May,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Xinhui,Wu Ling Shan
1994.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26520.0,9072422,09-Apr,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Ning An 16
1994.0,,China,Bulk Carrier,China Shipping Development Company Limited  ,26448.0,9044994,10-Feb,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Ning An 8
1993.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26448.0,9019810,14-Jan,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhoushan,Ning An 4
1993.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26448.0,9019808,14-Jan,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhoushan,Ning An 3
1990.0,,China,Bulk Carrier,China Shipping Development Company Limited  ,12827.0,8905842,10-Feb,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Zhangjiagang,Pu Tuo Ling
1995.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,26392.0,8889232,12-Jan,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Unknown,Ning An 9
1987.0,,China,Bulk Carrier,China Shipping Development Company Limited Tramp Company  ,24489.0,8506139,06-Feb,China Shipping Development Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,An Ping 3
1995.0,,China,Fully Cellular Containership,China Shipping Container Lines Company Limited  ,13396.0,9073969,27-May,China Shipping Container Lines Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangmen,Zhen Fen 22
1992.0,,China,Fully Cellular Containership,China Shipping Container Lines Company Limited  ,13253.0,9017496,25-May,China Shipping Container Lines Company Limited  ,,China,China,2015,China ,China Shipping (Group) Company  ,Jiangyin,Zhen Fen 15
1986.0,,Hong Kong,Fully Cellular Containership,Lang Shipping Company ,39678.0,8417948,27-Nov,Costamare Shipping Company S.A. ,,Greece,Bangladesh,2015,Hong Kong ,Costamare Incorporated ,Chittagong,MSC Challenger
1971.0,,Mexico,Passenger Cruise,Corporacion de Cruceros Nacionales S.A. de C.V. ,23149.0,7027411,19-Feb,Corporacion de Cruceros Nacionales S.A. de C.V. ,,Mexico,India,2015,St Kitts & Nevis,Corporacion de Cruceros Nacionales S.A. de C.V. ,Alang,Pacific
1995.0,,Liberia,Bulk Carrier,Brizo Shipping & Trading Company Limited  ,81272.0,9075668,04-Feb,Carras (Hellas) Limited  ,,Greece,Pakistan,2015,Liberia ,Coronis Shipping Company Limited  ,Gadani,Aquadonna
1997.0,,Panama,Bulk Carrier,Heywood Maritime S.A. ,85315.0,9120982,17-Oct,Carras (Hellas) Limited ,,Greece,Bangladesh,2015,St. Kitts-Nevis,Coronis Shipping Company Limited ,Chittagong,Grace
1997.0,,Liberia,Bulk Carrier,Hygeia Shipping & Trading Company Limited,85315.0,9120956,16-May,Carras (Hellas) Limited  ,,Greece,Pakistan,2015,Liberia ,Coronis Shipping Company Limited,Gadani,Aquagem
1976.0,,Morocco,Passenger Ro/Ro,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,20182.0,7401215,19-Feb,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,,Morocco,Turkey,2015,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT)  ,Aliaga,Berkane
1975.0,,Morocco,Passenger Ro/Ro,Compagnie Marocaine de Navigation Ferry (COMANAV),11717.0,7360629,02-Aug,Compagnie Marocaine de Navigation Ferry (COMANAV),,Morocco,Turkey,2015,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT),Aliaga,Al Mansour
1975.0,,Morocco,Passenger Ro/Ro,Compagnie Maritime Maroco-Norvegienne (COMARIT),11907.0,7358755,20-Aug,Compagnie Maritime Maroco-Norvegienne (COMARIT),,Morocco,Turkey,2015,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT),Aliaga,Banasa
1974.0,,Morocco,Passenger Ro/Ro,Compagnie Maritime Maroco-Norvegienne (COMARIT),8257.0,7349601,21-Aug,Compagnie Maritime Maroco-Norvegienne (COMARIT),,Morocco,Turkey,2015,Morocco ,Compagnie Maritime Maroco-Norvegienne (COMARIT),Aliaga,Boughaz
1982.0,,India,Tug/Supply,Coastal Marine Construction & Engineering Limited,338.0,8210962,30-Apr,Coastal Marine Construction & Engineering Limited,,India,India,2015,India ,Coastal Marine Construction & Engineering Limited,Mumbai,Coastal Cheetah
1986.0,,Turkey,Bulk carrier,Garanti Finansal Kiralama A.S. ,19602.0,8413473,02-Apr,Sedna Denizcilik Taahhut Insaat ve Sanayi Limited Sirketi ,,Turkey,India,2015,Liberia,CMR Denizcilik ve Ticaret A.S ,Alang,Tarik 3
1999.0,,Hong Kong,General Cargo,Birch Shipping Limited,13781.0,9150731,15-May,Woodstreet Incorporated  ,,United Kingdom,India,2015,Hong Kong ,Clearwater Marine Investments,Mumbai,Birch 3
2000.0,,Germany,Fully Cellular Containership,ms Samaria Schiffahrtsges. mbH & Company KG ,19131.0,9182643,20-Mar,Ahrenkiel Steamship GmbH & Company KG ,,Germany,India,2015,Togo,Christian F. Ahrenkiel GmbH & Company KG ,Alang,Samar
1980.0,,South Korea,Waste Ship,Cho Yang Company Limited,3536.0,7926899,04-Feb,Cho Yang Company Limited,,South Korea,Bangladesh,2015,Tuvalu ,Cho Yang Company Limited,Chittagong,Yang Pride
1984.0,,Belize,General Cargo,Cho Sung Shipping Company Limited ,1135.0,8626006,31-Dec,Cho Sung Shipping Company Limited ,,Belize,China,2015,North Korea ,Cho Sung Shipping Company Limited ,Zhangjiagang,Kang Nam 5
1988.0,,China,General Cargo With Container Capacity,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK),13843.0,8513716,04-Jun,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK),,China,India,2015,China ,Chinese-Polish Joint Stock Shipping Company (CHIPOLBROK),Alang,Lu Xun
1980.0,,St. Kitts-Nevis,Bulk Carrier,Tanura Shipping & Trading Incorporated,11632.0,7725726,08-May,Derpina Denizcilik ve Ticaret Limited Sirketi,,Turkey,India,2015,Georgia ,Derpina Denizcilik ve Ticaret Limited Sirketi,Alang,Captain Nihat
1985.0,,Panama,Bulk Carrier,GM Star Vega Compania Naviera S.A.  ,24943.0,8307416,08-May,Dekoil Incorporated,,Greece,India,2015,Panama ,Dekoil Incorporated,Alang,Star Vega
1989.0,,Palau,Bulk Carrier,Alpha Duke Group Limited ,37086.0,8715493,09-Nov,Dawan Shipping Company Limited ,,Hong Kong,Bangladesh,2015,Comoros ,Dawan Shipping Company Limited ,Chittagong,Duke
1985.0,,Malta,Bulk Carrier,Pola Med Limited,18977.0,8313221,22-Apr,Dancore NV,,Belgium,India,2015,St. Kitts-Nevis ,Dancore NV,Alang,La Med
1990.0,,Cyprus,Bulk carrier,Naldvin Shipping Company Limited ,38337.0,8811364,27-Feb,Dalnave Navigation Incorporated ,,Greece,India,2015,Cyprus,Dalnave Navigation Incorporated ,Alang,Myron N.
1985.0,,China,General Cargo With Container Capacity,Dalian Haida International Fleet Management Company Limited,27226.0,8317289,23-May,Dalian Haida International Fleet Management Company Limited,,China,India,2015,Panama ,Dalian Haida International Fleet Management Company Limited,Alang,Merry Trans
1987.0,,Marshall Islands,Wood-Chip Carrier,Misuga S.A. ,35895.0,8616374,13-Dec,Misuga Kaiun Company Limited ,,Japan,Bangladesh,2015,Liberia,Daio Kaiun Company Limited ,Chittagong,Taio Rainbow
1995.0,,Panama,Bulk Carrier,Mars Shipping Company S.A.,48458.0,9100592,06-Apr,Daiichi Chuo Kisen Kaisha  ,,Japan,Bangladesh,2015,Liberia ,Daiichi Chuo Kisen Kaisha  ,Chittagong,Soyu
1997.0,,Panama,Bulk Carrier,Sylvie Shipping Corporation  ,43490.0,9146936,02-Jun,Daiichi Chuo Kisen Kaisha,,Japan,India,2015,Panama ,Daiichi Chuo Kisen Kaisha,Alang,Myoken
1985.0,,Taiwan,General Cargo With Container Capacity,Deryoung Maritime Company S.A.  ,4541.0,8508254,05-Mar,D & S Company Limited,,Taiwan,Bangladesh,2015,Tuvalu ,D & S Company Limited,Chittagong,Sunrise
1996.0,,Cyprus,Bulk Carrier,Silver Ocean Marine Limited ,38606.0,9085869,29-Dec,Cyprus Sea Lines Company Limited ,,Greece,India,2015,Cyprus ,Cyprus Sea Lines Company Limited ,Alang,Panamax Blessing
1989.0,,Cyprus,Bulk carrier,Calepa Marine Company Limited ,36520.0,8803446,04-Feb,Cyprus Maritime Company Limited ,,Greece,Pakistan,2015,Cyprus,Cyprus Maritime Company Limited ,Gadani,Princess Natalie
1981.0,,Canada,Bulk Carrier,The Canada Steamship Lines Incorporated ,22734.0,7910163,09-Nov,CSL Group Incorporated ,,Canada,Turkey,2015,Canada,CSL Group Incorporated ,Aliaga,Mapleglen
1983.0,,Canada,Bulk Carrier,The Canada Steamship Lines Incorporated ,22388.0,8119273,14-Oct,CSL Group Incorporated ,,Canada,Turkey,2015,Canada,CSL Group Incorporated ,Aliaga,Birchglen
1982.0,,Canada,Bulk Carrier,The Canada Steamship Lines Incorporated,23955.0,7927805,08-Mar,CSL Group Incorporated,,China,China,2015,Bahamas ,CSL Group Incorporated,Xinhui,Atlantic Superior
1977.0,,Barbados,Bulk Carrier,CSL Pacific Shipping Incorporated,21047.0,7420716,08-Apr,CSL Australia Proprietary Limited  ,,Canada,China,2015,Bahamas ,CSL Group Incorporated,Xinhui,CSL Pacific
1991.0,,Hong Kong,General Cargo With Container Capacity,Zhong Qiang Shipping S.A.,17331.0,8918253,26-May,Eastern Rain International Ship Management Company Limited,,China,Bangladesh,2015,Panama ,Eastern Rain International Ship Management Company Limited,Chittagong,Zheng Yang
1974.0,,British Virgin Islands,General Cargo,Arnedo Finance Incorporated,2905.0,7367873,20-Feb,East Marine Company Limited  ,,Russia,Bangladesh,2015,Cambodia ,East Marine Company Limited  ,Chittagong,Silver Hope
1985.0,,Hong Kong,Bulk Carrier,K&H Shipping Limited,13790.0,8405787,06-Apr,East Grand Shipping Company Limited,,Hong Kong,Bangladesh,2015,St. Kitts-Nevis ,East Grand Shipping Company Limited,Chittagong,Tressa 7
1993.0,,Liberia,Fully Cellular Containership,Ada Maritime S.A. ,19573.0,9031064,27-Jan,Goldenport Shipmanagement Limited ,,Greece,India,2015,Liberia,Dragnis Group ,Alang,MSC Ada
1994.0,,Malta,Bulk carrier,Melia Shipping Limited ,28420.0,9041459,30-Mar,Goldenport Shipmanagement Limited ,,Greece,India,2015,Liberia,Dragnis Group ,Alang,Golden Trader
1982.0,,Panama,Vehicle Carrier,Kingston Shipping SA  ,43312.0,8107103,24-Mar,Doriko Limited,,South Korea,Bangladesh,2015,Panama ,Doriko Limited,Chittagong,Skaubryn
1995.0,,Panama,Bulk Carrier,Lotus Sun Shipping Limited S.A. ,38859.0,9081849,18-Oct,Doo Nam Shipping Company Limited ,,South Korea,Bangladesh,2015,St. Kitts-Nevis,Doo Nam Shipping Company Limited ,Chittagong,Lotus
1986.0,,Costa Rica,Reefer,Ventura Trading Limited ,9749.0,8408868,28-Feb,Dole Food Company ,,United States of America,India,2015,Bahamas,Dole Food Company ,Alang,Tropical Mist
1991.0,,LIberia,Bulk Carrier,Steelships Five LLC  ,36448.0,8905828,09-Mar,Dianik Bross Shipping Corporation S.A.,,Greece,Bangladesh,2015,Liberia ,Dianik Bross Shipping Corporation S.A.,Chittagong,Steel Titan
1995.0,,Marshall Islands,Fully Cellular Containership,Lemongina Incorporated ,53519.0,9077460,05-Oct,Diana Shipping Incorporated ,,Greece,Bangladesh,2015,Marshall Islands,Diana Shipping Incorporated ,Chittagong,Garnet
1976.0,,Marshall Islands,Drill Platform,Diamond Offshore Limited,11862.0,8755833,30-Jul,Diamond Offshore Services Company  ,,United States of America,Turkey,2015,Marshall Islands ,Diamond Offshore Drilling Incorporated  ,Aliaga,Ocean Winner
1975.0,,Marshall Islands,Drill Platform,Diamond Offshore Limited,9129.0,8755807,28-Mar,Diamond Offshore Services Company  ,,United States of America,Turkey,2015,Marshall Islands ,Diamond Offshore Drilling Incorporated,Aliaga,Ocean Concord
1989.0,,Marshall Islands,Drill Platform,Diamond Offshore Limited,14230.0,8755742,17-May,Diamond Offshore Services Company  ,,United States of America,Turkey,2015,Marshall Islands ,Diamond Offshore Drilling Incorporated,Aliaga,Ocean Yatzy
1977.0,,United States of America,Drill Platform,Diamond Offshore General Company,10620.0,8750871,13-May,Diamond Offshore Drilling Incorporated,,United States of America,India,2015,Marshall Islands ,Diamond Offshore Drilling Incorporated,Alang,Ocean Epoch
1985.0,,Hong Kong,Bulk Carrier,Hai Yuan Shipping Limited,27893.0,8316534,09-Apr,Dia Yuan International Shipping Company Limited,,Hong Kong,Bangladesh,2015,Panama ,Dia Yuan International Shipping Company Limited,Chittagong,He Yuan
2000.0,,Norway,General Cargo With Container Capacity,DFDS Logistics Rederi AS,7409.0,9197313,19-Apr,DFDS Logistics AS  ,,Denmark,United Kingdom,2015,United Kingdom,DFDS A/S,Rosneath,Lysblink Seaways
1975.0,,Panama,Fire Fighting Tug/Supply,ESL Integrated Services Limited,1080.0,7342500,26-Dec,ESL Integrated Services Limited,,Panama,Pakistan,2015,Comoros ,ESL Integrated Services Limited,Gadani,Ocean-N.
2000.0,,British Virgin Islands,Bulk Carrier,Glory Claire Limited ,83850.0,9190913,28-May,Eregli Denizcilik A.S.,,Turkey,Pakistan,2015,Marshall Islands ,Eregli Denizcilik A.S.,Gadani,Glory Claire
1996.0,,Marshall Islands,Bulk Carrier,Erasmus Maritime Incorporated,83658.0,9132686,22-May,Enterprises Shipping & Trading S.A.  ,,Greece,Pakistan,2015,Bahamas ,Enterprises Shipping & Trading S.A.  ,Gadani,Constantia
1996.0,,Cayman Islands,Bulk Carrier,Breeze Shipping United  ,81155.0,9116747,13-May,Enterprises Shipping & Trading S.A.  ,,Greece,Pakistan,2015,Isle of Man ,Enterprises Shipping & Trading S.A.  ,Gadani,Iron Queen
1996.0,,Isle of Man,Bulk Carrier,Frontier Maritime Limited,81155.0,9108300,21-May,Enterprises Shipping & Trading S.A.  ,,Greece,India,2015,Isle of Man ,Enterprises Shipping & Trading S.A.  ,Alang,Iron King
1997.0,,Liberia,Bulk Carrier,Wilmot Ocean Corporation ,38364.0,9159567,11-Dec,Enterprises Shipping & Trading S.A. ,,Greece,Bangladesh,2015,Isle of Man ,Enterprises Shipping & Trading S.A. ,Chittagong,Newcastle Max
1993.0,,British Virgin Islands,Bulk Carrier,Spelman International Corporation,39012.0,9050371,15-Jul,Enterprises Shipping & Trading S.A.,,Greece,Pakistan,2015,Isle of Man ,Enterprises Shipping & Trading S.A.,Gadani,Miden Max
1994.0,,British Virgin Islands,Bulk Carrier,Ikeston Star Shipping Incorporated,39012.0,9050383,28-May,Enterprises Shipping & Trading S.A.,,Greece,Pakistan,2015,Isle of Man ,Enterprises Shipping & Trading S.A.,Gadani,Bergen Max
1975.0,,Liberia,Drill Platform,Global Offshore Drilling Limited ,11229.0,8751083,02-Dec,Pride International Incorporated ,,United Kingdom,India,2015,St. Kitts-Nevis,ENSCO Plc ,Alang,Octopus
1965.0,,Italy,Roll On Roll Off,Enermar Trasporti S.r.l.,319.0,6519168,11-Apr,Enermar Trasporti S.r.l.,,Italy,Turkey,2015,Belize ,Enermar Trasporti S.r.l.,Aliaga,Camo
1961.0,,Panama,Livestock,Livestock International  ,967.0,5247524,07-Jun,Enamar Management Limited,,Syria,Turkey,2015,Togo ,Enamar Management Limited,Aliaga,Miracle
1974.0,,Turkey,General Cargo,Emsan Insaat Malzemeleri Sanayii ve Ticaret A.S.,1597.0,7364326,07-May,Emsan Insaat Malzemeleri Sanayii ve Ticaret A.S.,,Turkey,Turkey,2015,Turkey ,Emsan Insaat Malzemeleri Sanayii ve Ticaret A.S.,Aliaga,Agri
1987.0,,Madeira,Combined Chemical And Oil Tanker,Lauria Shipping S.A.,7901.0,8610019,14-Jun,Empresa Naviera Elcano S.A.,,Spain,India,2015,Bahamas ,Empresa Naviera Elcano S.A.,Alang,Castillo de Plasencia
1985.0,,Marshall Islands,Bulk Carrier,Youssef Maritime Company S.A.,24943.0,8307430,27-May,El-Amira For Maritime Agencies,,Egypt,Pakistan,2015,Tuvalu ,El-Amira For Maritime Agencies,Gadani,Amira Nadya
1985.0,,Belize,Bulk Carrier,El Layla Shipping Company SA,15832.0,8511720,16-Jan,El Amira Maritime Agencies Company,,Egypt,Pakistan,2015,Belize ,El Amira Maritime Agencies Company,Gadani,Amira Amal
1990.0,,Panama,Bulk carrier,Sea Explorer Marine Corporation ,25891.0,8912625,31-Mar,Eddie Steamship Company Limited ,,Taiwan,India,2015,Palau,Eddie Steamship Company Limited ,Alang,Sia
2008.0,,Liberia,Combined Chemical And Oil Tanker,Alfa Tria Shipping Company Limited ,8513.0,9447419,20-Dec,Fairdeal Group Management S.A. ,,Greece,Turkey,2015,Liberia ,Fairdeal Group Management S.A. ,Aliaga,Fair Afroditi
1997.0,,Germany,Bulk Carrier,ms Toscana Schiffahrtsges. mbH & Company KG,25719.0,9158410,13-Jun,F.H. Bertling Reederei GmbH ,,Germany,India,2015,Malta ,F.H. Bertling Reederei GmbH ,Alang,Toscana
1997.0,,Malta,Bulk Carrier,ms Masuren Schiffahrtsges. mbH & Company KG,25719.0,9158422,12-Sep,F.H. Bertling Reederei GmbH,,Germany,India,2015,Malta ,F.H. Bertling Reederei GmbH,Alang,Masuren
1997.0,,Germany,Fully Cellular Containership,Beteiligungs KG ms Pusan Schiffahrtsges. mbH & Company,53324.0,9139488,28-Nov,Reederei F.Laeisz GmbH ,,Germany,Bangladesh,2015,Palau,F. Laeisz Schiffahrtsges.mbH & Company,Chittagong,San 
1992.0,,Taiwan,Fully Cellular Containership,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,12405.0,9012850,12-May,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,,Taiwan,Bangladesh,2015,St. Kitts-Nevis ,Evergreen Marine Group,Chittagong,Corona 1
1992.0,,Taiwan,Fully Cellular Containership,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,12405.0,9012848,11-May,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,,Taiwan,Bangladesh,2015,St. Kitts-Nevis ,Evergreen Marine Group,Chittagong,Chart 1
1992.0,,Taiwan,Fully Cellular Containership,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,12404.0,9012836,11-May,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line) ,,Taiwan,Bangladesh,2015,St. Kitts-Nevis ,Evergreen Marine Group,Chittagong,Crown 1
1991.0,,Hong Kong,Tanker,Navigation Shipping Line Limited ,11433.0,8910134,17-Mar,Evangrove Shipping Limited ,,Hong Kong,India,2015,Belize,Evangrove Shipping Limited ,Alang,Indisun II
1992.0,,Hong Kong,Tanker,Navigation Shipping Line Limited ,11433.0,9007207,11-Mar,Evangrove Shipping Limited ,,Hong Kong,India,2015,Belize,Evangrove Shipping Limited ,Alang,Indisun I
1990.0,,Hong Kong,Fully Cellular Containership,Pilory Associates Corporation ,22712.0,8901391,30-Dec,Eurobulk Limited ,,Greece,Bangladesh,2015,Panama,Euroseas Limited ,Chittagong,Despina P.
1993.0,,Liberia,Fully Cellular Containership,Xingang Shipping Limited,16236.0,9053232,30-Nov,Eurobulk Limited ,,Greece,Bangladesh,2015,Liberia,Euroseas Limited ,Chittagong,Marinos
1990.0,,Marshall Islands,Fully Cellular Containership,Tiger Navigation Corporation ,24495.0,8901884,07-Nov,Eurobulk Limited ,,Greece,Bangladesh,2015,Marshall Islands,Euroseas Limited ,Chittagong,Tiger Bridge
1985.0,,Ethiopia,General Cargo With Container Capacity,Ethiopian Shipping and Logistics Service Enterprise  ,11731.0,8318556,11-Jul,Ethiopian Shipping and Logistics Service Enterprise  ,,Ethiopia,India,2015,St. Kitts-Nevis ,Ethiopian Shipping and Logistics Service Enterprise  ,Alang,Netsa 1
